Program,xPONENT,,LX100/LX200,,,,,,,,,,
Unknown28,NaN,3211.5,412,2131,73,154,1606,1248,66,,,,
Unknown29,NaN,3105,435,281,74,150,193,2275,57,,,,
Unknown30,NaN,5549,414,526,76,146,274.5,4819,88,,,,
Unknown31,NaN,3225,438,1860.5,81,161,704.5,3962,73,,,,
Unknown32,NaN,7997,446,3208,94,188,439,8986,174,,,,
Unknown33,1006,5620,404,1634,88,178,15227,182,67,,,,
Unknown34,NaN,166,377,48,69,127,93,105,45,,,,
Unknown35,NaN,159,372,45,66,117.5,89.5,102,46,,,,
Unknown36,870,4272,393,794.5,78,175,17734,126.5,60,,,,
Unknown37,NaN,1959,366,398,69,149,5159,117.5,46.5,,,,
Unknown38,NaN,1722,354,289.5,73,142.5,5182,124,43,,,,
Unknown39,NaN,1715,356,378.5,71.5,138,3763.5,126,49,,,,
Unknown40,NaN,5055,412,2091,79.5,202,10449,177.5,72.5,,,,
Unknown41,NaN,157,392,49,71,123.5,86,104,45,,,,
Unknown42,552.5,5782,427.5,2975,90,242,17475,231.5,101,,,,
Unknown43,NaN,4961,416,1039,91,202,5901,139.5,63,,,,
Unknown44,NaN,3352,389,1161,82,176,6426,144,54,,,,
Unknown45,NaN,1828,367,288.5,73.5,147,7952,149.5,48.5,,,,
Unknown46,NaN,2399.5,339.5,306,70,149,6662,102,44,,,,
Unknown47,NaN,1632,360.5,274,71,145,4540.5,111,47,,,,
Unknown48,NaN,5186,435,2229,92,231,13445,177,62,,,,
Unknown49,NaN,5959,436,2818,87.5,239,20918,147,65,,,,
Unknown50,NaN,4742,407,1248,94,210,13126.5,154,53,,,,
Unknown51,NaN,5414,432,1501,84,214,16757,128,67,,,,
Unknown52,NaN,155.5,385,49,70,130,87,103,47,,,,
Unknown53,16,150,375,45,68,121.5,84,100,46,,,,
Unknown54,NaN,152.5,367,47,72,120,84,99.5,43.5,,,,
Unknown55,NaN,1607.5,377,396.5,75,154,5145,109,52,,,,
Unknown56,NaN,4520.5,428,1407,86,187,15338,156,57,,,,
Unknown57,NaN,155,371.5,47,75,124,86,101,48,,,,
Unknown58,NaN,4606,461,1392,90,232,7571,136,86,,,,
Unknown59,NaN,2326,462,628,79,177,5939,129,63,,,,
Unknown60,NaN,3213.5,386,1140,70,164,9749,126,56,,,,
Unknown61,NaN,159,372,47,70,116,87,102,46,,,,
Unknown62,NaN,4693,366,1387.5,68,153,12882,127,58,,,,
Unknown63,NaN,636,386,144,69,134,428,105,44,,,,
Unknown64,NaN,2411,404,664.5,70,155,4325,135,54,,,,
Unknown65,NaN,155,382.5,42,70,120,88,99,43,,,,
Unknown66,NaN,266,383,87,70,124,157.5,100,43,,,,
Unknown67,NaN,5922,433,1796,90,191,12822,147,64,,,,
Unknown68,NaN,4206,406,1112,78,179,12008.5,127,52,,,,
Unknown69,NaN,3603,380,1453,83,203,8319,183,54,,,,
Unknown70,NaN,3950,419,1138,79,189.5,14138,151,58,,,,
Unknown71,NaN,3371,372,1021,77,216,11397,148,81,,,,
Unknown72,NaN,4258,378.5,2026,88,178,6176,121,61,,,,
Unknown73,27,4297.5,392,1243,81,151,11819,128,51,,,,
Unknown74,NaN,5101,437,1762,86,199,16411,153,58,,,,
Unknown75,34,169,411,46,71,129,95,104.5,49,,,,
Unknown76,,,,,,,,,,,,,
Unknown77,,,,,,,,,,,,,
Unknown78,,,,,,,,,,,,,
Unknown79,,,,,,,,,,,,,
Standard 1,NaN,27131,9059,28498,13962,30893,26868,27523.5,25699,,,,
Standard 2,NaN,15140,6717,19877.5,11792,29207,14253,16930,20203,,,,
Standard 3,NaN,4804.5,3756.5,6971,5162,16459,3056.5,5848,7126,,,,
Standard 4,NaN,1446,1102,1283,1297,2811,325,1267.5,1198,,,,
Standard 5,NaN,559,756,510.5,358,930,132,473,266,,,,
Standard 6,192,242,489.5,125,202,304,97,186,96,,,,
Standard 7,NaN,176.5,392.5,69,202,244,84.5,127,57,,,,
Standard 8,NaN,147,366,56,167,225,89,106,48,,,,
Blank,NaN,142,299,45,68.5,106,89,102,47,,,,
,,,,,,,,,,,,,
DataType:,Units,,,,,,,,,,,,
Analyte:,Adiponectin,Resistin,GIP,PAI1,GLP1,Glucagon,Ghrelin,Leptin,Insulin,,,,
BeadID:,29,30,46,48,62,63,64,65,66,,,,
Units:,pg/ml,pg/ml,pg/ml,pg/ml,pg/ml,pg/ml,pg/ml,pg/ml,pg/ml,,,,
,,,,,,,,,,,,,
DataType:,Per Bead Count,,,,,,,,,,,,
Analyte:,Adiponectin,Resistin,GIP,PAI1,GLP1,Glucagon,Ghrelin,Leptin,Insulin,,,,
BeadID:,29,30,46,48,62,63,64,65,66,,,,
Per Bead:,50,50,50,50,50,50,50,50,50,,,,
,,,,,,,,,,,,,
DataType:,Dilution Factor,,,,,,,,,,,,
Location,Sample,Dilution Factor,,,,,,,,,,,
"1(1,A1)",Standard 1,1,,,,,,,,,,,
"2(1,B1)",Standard 2,1,,,,,,,,,,,
"3(1,C1)",Standard 3,1,,,,,,,,,,,
"4(1,D1)",Standard 4,1,,,,,,,,,,,
"5(1,E1)",Standard 5,1,,,,,,,,,,,
"6(1,F1)",Standard 6,1,,,,,,,,,,,
"7(1,G1)",Standard 7,1,,,,,,,,,,,
"8(1,H1)",Standard 8,1,,,,,,,,,,,
"9(1,A2)",Blank,1,,,,,,,,,,,
"10(1,B2)",Unknown1,1,,,,,,,,,,,
"11(1,C2)",Unknown2,1,,,,,,,,,,,
"12(1,D2)",Unknown3,1,,,,,,,,,,,
"13(1,E2)",Unknown4,1,,,,,,,,,,,
"14(1,F2)",Unknown5,1,,,,,,,,,,,
"15(1,G2)",Unknown6,1,,,,,,,,,,,
"16(1,H2)",Unknown7,1,,,,,,,,,,,
"17(1,A3)",Unknown8,1,,,,,,,,,,,
"18(1,B3)",Unknown9,1,,,,,,,,,,,
"19(1,C3)",Unknown10,1,,,,,,,,,,,
"20(1,D3)",Unknown11,1,,,,,,,,,,,
"21(1,E3)",Unknown12,1,,,,,,,,,,,
"22(1,F3)",Unknown13,1,,,,,,,,,,,
"23(1,G3)",Unknown14,1,,,,,,,,,,,
"24(1,H3)",Unknown15,1,,,,,,,,,,,
"25(1,A4)",Unknown16,1,,,,,,,,,,,
"26(1,B4)",Unknown17,1,,,,,,,,,,,
"27(1,C4)",Unknown18,1,,,,,,,,,,,
"28(1,D4)",Unknown19,1,,,,,,,,,,,
"29(1,E4)",Unknown20,1,,,,,,,,,,,
"30(1,F4)",Unknown21,1,,,,,,,,,,,
"31(1,G4)",Unknown22,1,,,,,,,,,,,
"32(1,H4)",Unknown23,1,,,,,,,,,,,
"33(1,A5)",Unknown24,1,,,,,,,,,,,
"34(1,B5)",Unknown25,1,,,,,,,,,,,
"35(1,C5)",Unknown26,1,,,,,,,,,,,
"36(1,D5)",Unknown27,1,,,,,,,,,,,
"37(1,E5)",Unknown28,1,,,,,,,,,,,
"38(1,F5)",Unknown29,1,,,,,,,,,,,
"39(1,G5)",Unknown30,1,,,,,,,,,,,
"40(1,H5)",Unknown31,1,,,,,,,,,,,
"41(1,A6)",Unknown32,1,,,,,,,,,,,
"42(1,B6)",Unknown33,1,,,,,,,,,,,
"43(1,C6)",Unknown34,1,,,,,,,,,,,
"44(1,D6)",Unknown35,1,,,,,,,,,,,
"45(1,E6)",Unknown36,1,,,,,,,,,,,
"46(1,F6)",Unknown37,1,,,,,,,,,,,
"47(1,G6)",Unknown38,1,,,,,,,,,,,
"48(1,H6)",Unknown39,1,,,,,,,,,,,
"49(1,A7)",Unknown40,1,,,,,,,,,,,
"50(1,B7)",Unknown41,1,,,,,,,,,,,
"51(1,C7)",Unknown42,1,,,,,,,,,,,
"52(1,D7)",Unknown43,1,,,,,,,,,,,
"53(1,E7)",Unknown44,1,,,,,,,,,,,
"54(1,F7)",Unknown45,1,,,,,,,,,,,
"55(1,G7)",Unknown46,1,,,,,,,,,,,
"56(1,H7)",Unknown47,1,,,,,,,,,,,
"57(1,A8)",Unknown48,1,,,,,,,,,,,
"58(1,B8)",Unknown49,1,,,,,,,,,,,
"59(1,C8)",Unknown50,1,,,,,,,,,,,
"60(1,D8)",Unknown51,1,,,,,,,,,,,
"61(1,E8)",Unknown52,1,,,,,,,,,,,
"62(1,F8)",Unknown53,1,,,,,,,,,,,
"63(1,G8)",Unknown54,1,,,,,,,,,,,
"64(1,H8)",Unknown55,1,,,,,,,,,,,
"65(1,A9)",Unknown56,1,,,,,,,,,,,
"66(1,B9)",Unknown57,1,,,,,,,,,,,
"67(1,C9)",Unknown58,1,,,,,,,,,,,
"68(1,D9)",Unknown59,1,,,,,,,,,,,
"69(1,E9)",Unknown60,1,,,,,,,,,,,
"70(1,F9)",Unknown61,1,,,,,,,,,,,
"71(1,G9)",Unknown62,1,,,,,,,,,,,
"72(1,H9)",Unknown63,1,,,,,,,,,,,
"73(1,A10)",Unknown64,1,,,,,,,,,,,
"74(1,B10)",Unknown65,1,,,,,,,,,,,
"75(1,C10)",Unknown66,1,,,,,,,,,,,
"76(1,D10)",Unknown67,1,,,,,,,,,,,
"77(1,E10)",Unknown68,1,,,,,,,,,,,
"78(1,F10)",Unknown69,1,,,,,,,,,,,
"79(1,G10)",Unknown70,1,,,,,,,,,,,
"80(1,H10)",Unknown71,1,,,,,,,,,,,
"81(1,A11)",Unknown72,1,,,,,,,,,,,
"82(1,B11)",Unknown73,1,,,,,,,,,,,
"83(1,C11)",Unknown74,1,,,,,,,,,,,
"84(1,D11)",Unknown75,1,,,,,,,,,,,
"85(1,E11)",Unknown76,1,,,,,,,,,,,
"86(1,F11)",Unknown77,1,,,,,,,,,,,
"87(1,G11)",Unknown78,1,,,,,,,,,,,
"88(1,H11)",Unknown79,1,,,,,,,,,,,
"89(1,A12)",Background0,,,,,,,,,,,,
"90(1,B12)",Background0,,,,,,,,,,,,
"91(1,C12)",Background0,,,,,,,,,,,,
"92(1,D12)",Background0,,,,,,,,,,,,
"93(1,E12)",Background0,,,,,,,,,,,,
"94(1,F12)",Background0,,,,,,,,,,,,
"95(1,G12)",Background0,,,,,,,,,,,,
"96(1,H12)",Background0,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
DataType:,Analysis Types,,,,,,,,,,,,
Analyte:,Adiponectin,Resistin,GIP,PAI1,GLP1,Glucagon,Ghrelin,Leptin,Insulin,,,,
AnalysisType,None,None,None,None,None,None,None,None,None,,,,
,,,,,,,,,,,,,
DataType:,Audit Logs,,,,,,,,,,,,
UserId,Date,Message,,,,,,,,,,,
,,,,,,,,,,,,,
DataType:,Warnings/Errors,,,,,,,,,,,,
Location,Status,Message,,,,,,,,,,,
"1,A1",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B1",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C1",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D1",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E1",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F1",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G1",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H1",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A2",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B2",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C2",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D2",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E2",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F2",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G2",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H2",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A3",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B3",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C3",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D3",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E3",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F3",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G3",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H3",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A4",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B4",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C4",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D4",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E4",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F4",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G4",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H4",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A5",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B5",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C5",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D5",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E5",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F5",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G5",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H5",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A6",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B6",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C6",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D6",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E6",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F6",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G6",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H6",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A7",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B7",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C7",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D7",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E7",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F7",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G7",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H7",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A8",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B8",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C8",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D8",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E8",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F8",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G8",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H8",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A9",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B9",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C9",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D9",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E9",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F9",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G9",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H9",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A10",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B10",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C10",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D10",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,E10",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,F10",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,G10",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,H10",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,A11",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,B11",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,C11",Warning,The acquisition had at least one region that did not reach the maximum count.  (0x4FF010AB),,,,,,,,,,,
"1,D11",Error,The command was cancelled with an abort.  (0xCFF01093),,,,,,,,,,,
,,,,,,,,,,,,,
-- CRC --,,,,,,,,,,,,,
CRC32: 4A215929,,,,,,,,,,,,,
