Animal,Genotype,Gender,Assay,Value,Strain,Background,Age,Cage,Feeding,Treatment
Muscle TSC1-EarTag #4621,+/+; +/+,M,Plasma Glucose,149,Muscle TSC1,Mixed,114,1754279,fasted,[]
Muscle TSC1-EarTag #4620,fl/fl; +/+,M,Plasma Glucose,107,Muscle TSC1,Mixed,113,1909003,fasted,[]
Muscle TSC1-EarTag #4690,+/+; +/+,M,Body Weight,26180,Muscle TSC1,Mixed,94,1909047,fasted,[]
Muscle TSC1-EarTag #4686,fl/fl; Tg/+,M,Body Weight,25660,Muscle TSC1,Mixed,94,1909047,fasted,[]
Muscle TSC1-EarTag #4688,fl/fl; Tg/+,M,Body Weight,18290,Muscle TSC1,Mixed,94,1909047,fasted,[]
Muscle TSC1-EarTag #4687,fl/fl; +/+,M,Body Weight,22980,Muscle TSC1,Mixed,94,1909047,fasted,[]
Muscle TSC1-EarTag #4695,+/+; Tg/+,M,Body Weight,24720,Muscle TSC1,Mixed,89,1909055,fasted,[]
Muscle TSC1-EarTag #4697,+/+; Tg/+,M,Body Weight,25300,Muscle TSC1,Mixed,89,1909055,fasted,[]
Muscle TSC1-EarTag #4696,+/+; Tg/+,M,Body Weight,22450,Muscle TSC1,Mixed,89,1909055,fasted,[]
Muscle TSC1 (3958),fl/fl; +/+,M,Body Weight,21060,Muscle TSC1,Mixed,79,1909129,fasted,[]
Muscle TSC1-EarTag #768,+/+; +/+,M,Body Weight,23310,Muscle TSC1,Mixed,76,1909129,fasted,[]
Muscle TSC1-EarTag #770,+/+; Tg/+,M,Body Weight,23830,Muscle TSC1,Mixed,76,1909129,fasted,[]
Muscle TSC1 (3968),+/+; Tg/+,M,Body Weight,25090,Muscle TSC1,Mixed,72,1909129,fasted,[]
Muscle TSC1 (3969),+/+; Tg/+,M,Body Weight,23420,Muscle TSC1,Mixed,72,1909129,fasted,[]
Muscle TSC1-EarTag #731,+/+; Tg/+,M,Body Weight,24320,Muscle TSC1,Mixed,128,1905068,fasted,[]
Muscle TSC1-EarTag #732,+/+; +/+,M,Body Weight,26800,Muscle TSC1,Mixed,128,1905068,fasted,[]
Muscle TSC1 (3977),+/+; Tg/+,M,Body Weight,22550,Muscle TSC1,Mixed,69,1909095,fasted,[]
Muscle TSC1 (3976),fl/fl; +/+,M,Body Weight,20410,Muscle TSC1,Mixed,69,1909095,fasted,[]
Muscle TSC1 (3975),fl/fl; Tg/+,M,Body Weight,22150,Muscle TSC1,Mixed,69,1909095,fasted,[]
Muscle TSC1-EarTag #773,fl/fl; Tg/+,M,Body Weight,20160,Muscle TSC1,Mixed,69,1909095,fasted,[]
Muscle TSC1-EarTag #720,+/+; Tg/+,M,Body Weight,23200,Muscle TSC1,Mixed,203,1905049,fasted,[]
Muscle TSC1-EarTag #727,+/+; +/+,M,Body Weight,22260,Muscle TSC1,Mixed,126,1905049,fasted,[]
Muscle TSC1-EarTag #728,+/+; +/+,M,Body Weight,23770,Muscle TSC1,Mixed,126,1905049,fasted,[]
Muscle TSC1-EarTag #722,+/+; Tg/+,M,Body Weight,25280,Muscle TSC1,Mixed,203,1905049,fasted,[]
Muscle TSC1-EarTag #723,fl/+; Tg/+,M,Body Weight,22440,Muscle TSC1,Mixed,203,1905049,fasted,[]
Muscle TSC1-EarTag #4615,fl/fl; Tg/+,M,Body Weight,26900,Muscle TSC1,Mixed,118,1908999,fasted,[]
Muscle TSC1-EarTag #4616,fl/fl; +/+,M,Body Weight,27050,Muscle TSC1,Mixed,118,1908999,fasted,[]
Muscle TSC1-EarTag #4618,fl/fl; +/+,M,Body Weight,31800,Muscle TSC1,Mixed,118,1908999,fasted,[]
Muscle TSC1-EarTag #4613,+/+; +/+,M,Body Weight,28060,Muscle TSC1,Mixed,118,1908999,fasted,[]
Muscle TSC1-EarTag #4617,fl/fl; +/+,M,Body Weight,30810,Muscle TSC1,Mixed,118,1908999,fasted,[]
Muscle TSC1-EarTag #4669,fl/fl; Tg/+,M,Body Weight,26930,Muscle TSC1,Mixed,103,1909044,fasted,[]
Muscle TSC1-EarTag #4678,fl/fl; Tg/+,M,Body Weight,20780,Muscle TSC1,Mixed,96,1909044,fasted,[]
Muscle TSC1-EarTag #4673,+/+; +/+,M,Body Weight,23010,Muscle TSC1,Mixed,99,1909044,fasted,[]
Muscle TSC1-EarTag #4672,fl/fl; Tg/+,M,Body Weight,23110,Muscle TSC1,Mixed,99,1909044,fasted,[]
Muscle TSC1-EarTag #4674,+/+; Tg/+,M,Body Weight,24090,Muscle TSC1,Mixed,99,1909044,fasted,[]
Muscle TSC1-EarTag #4622,+/+; +/+,M,Body Weight,24530,Muscle TSC1,Mixed,114,1754279,fasted,[]
Muscle TSC1-EarTag #4629,+/+; +/+,M,Body Weight,29290,Muscle TSC1,Mixed,114,1754279,fasted,[]
Muscle TSC1-EarTag #4621,+/+; +/+,M,Body Weight,26090,Muscle TSC1,Mixed,114,1754279,fasted,[]
Muscle TSC1-EarTag #4620,fl/fl; +/+,M,Body Weight,27510,Muscle TSC1,Mixed,113,1909003,fasted,[]
Muscle TSC1-EarTag #169,fl/fl; Tg/+,M,Body Weight,28550,Muscle TSC1,Mixed,620,1596328,fed,[]
Muscle TSC1-EarTag #31,fl/fl; +/+,M,Body Weight,31800,Muscle TSC1,Mixed,504,1596437,fed,[]
Muscle TSC1-EarTag #360,fl/fl; +/+,M,Body Weight,35740,Muscle TSC1,Mixed,504,1596437,fed,[]
Muscle TSC1-EarTag #28,+/+; Tg/+,M,Body Weight,30030,Muscle TSC1,Mixed,391,1782425,fed,[]
Muscle TSC1-EarTag #406,+/+; +/+,M,Body Weight,36360,Muscle TSC1,Mixed,391,1782425,fed,[]
Muscle TSC1-EarTag #401,+/+; Tg/+,M,Body Weight,33850,Muscle TSC1,Mixed,390,1782428,fed,[]
Muscle TSC1-EarTag #402,+/+; +/+,M,Body Weight,35940,Muscle TSC1,Mixed,390,1782428,fed,[]
Muscle TSC1-EarTag #1451,+/+; +/+,M,Body Weight,35380,Muscle TSC1,Mixed,373,2005388,fed,[]
Muscle TSC1-EarTag #1446,+/+; +/+,M,Body Weight,35440,Muscle TSC1,Mixed,371,1752480,fed,[]
Muscle TSC1-EarTag #17,fl/fl; +/+,M,Body Weight,33350,Muscle TSC1,Mixed,371,1752480,fed,[]
Muscle TSC1-EarTag #1453,fl/fl; +/+,M,Body Weight,34100,Muscle TSC1,Mixed,371,1782477,fed,[]
Muscle TSC1-EarTag #1454,+/+; +/+,M,Body Weight,40250,Muscle TSC1,Mixed,371,1782477,fed,[]
Muscle TSC1-EarTag #877,fl/fl; +/+,M,Body Weight,34450,Muscle TSC1,Mixed,370,1752478,fed,[]
Muscle TSC1-EarTag #1441,+/+; +/+,M,Body Weight,31250,Muscle TSC1,Mixed,369,1752480,fed,[]
Muscle TSC1-EarTag #1443,+/+; +/+,M,Body Weight,33210,Muscle TSC1,Mixed,369,1752480,fed,[]
Muscle TSC1-EarTag #1465,+/+; Tg/+,M,Body Weight,35530,Muscle TSC1,Mixed,369,1752478,fed,[]
Muscle TSC1-EarTag #1317,fl/fl; +/+,M,Body Weight,30820,Muscle TSC1,Mixed,366,1782486,fed,[]
Muscle TSC1-EarTag #336,fl/fl; +/+,M,Body Weight,31310,Muscle TSC1,Mixed,522,1596422,fed,[]
Muscle TSC1-EarTag #337,+/+; Tg/+,M,Body Weight,33810,Muscle TSC1,Mixed,364,1782505,fed,[]
Muscle TSC1-EarTag #340,fl/fl; Tg/+,M,Body Weight,22410,Muscle TSC1,Mixed,522,1596426,fed,[]
Muscle TSC1-EarTag #1319,fl/fl; +/+,M,Body Weight,34830,Muscle TSC1,Mixed,362,1782488,fed,[]
Liver TSC1-EarTag #388,+/+,M,Body Weight,33880,Liver TSC1,Mixed,996,1309561,fed,[]
Liver TSC1-EarTag #804,N.D.,F,Body Weight,32750,Liver TSC1,C57BL/6J,479,1754243,fed,[]
Liver TSC1-EarTag #391,fl/fl; Tg/+,F,Body Weight,32400,Liver TSC1,C57BL/6J,489,1596462,fed,[]
Muscle TSC1-EarTag #393,+/+; Tg/+,M,Body Weight,33750,Muscle TSC1,Mixed,349,1782543,fed,[]
Liver TSC1-EarTag #388,+/+,M,Body Weight,34610,Liver TSC1,Mixed,996,1309561,fed,[]
Liver TSC1-EarTag #396,fl/fl; Tg/+,F,Body Weight,30040,Liver TSC1,C57BL/6J,489,1596464,fed,[]
Muscle TSC1-EarTag #397,fl/fl; Tg/+,M,Body Weight,32590,Muscle TSC1,Mixed,349,1782540,fed,[]
Muscle TSC1-EarTag #19,fl/fl; Tg/+,M,Body Weight,30360,Muscle TSC1,Mixed,349,1782540,fed,[]
Muscle TSC1-EarTag #374,fl/fl; +/+,M,Body Weight,29700,Muscle TSC1,Mixed,344,1782552,fed,[]
Muscle TSC1-EarTag #375,fl/fl; +/+,M,Body Weight,30870,Muscle TSC1,Mixed,344,1782552,fed,[]
Muscle TSC1-EarTag #376,fl/fl; +/+,M,Body Weight,32730,Muscle TSC1,Mixed,344,1782552,fed,[]
Muscle TSC1-EarTag #379,fl/fl; +/+,M,Body Weight,29920,Muscle TSC1,Mixed,344,1782552,fed,[]
Liver TSC1-EarTag #836,N.D.,F,Body Weight,28580,Liver TSC1,Mixed,442,1594265,fed,[]
Liver TSC1-EarTag #837,fl/+; +/+,F,Body Weight,24890,Liver TSC1,Mixed,442,1754275,fed,[]
Liver TSC1-EarTag #838,fl/+; +/+,M,Body Weight,29660,Liver TSC1,Mixed,442,1754273,fed,[]
Liver TSC1-EarTag #839,fl/+; Tg/+,M,Body Weight,31390,Liver TSC1,Mixed,442,1754274,fed,[]
Muscle TSC1-EarTag #840,+/+; +/+,M,Body Weight,32440,Muscle TSC1,Mixed,335,1782558,fed,[]
Muscle TSC1-EarTag #842,+/+; Tg/+,M,Body Weight,25690,Muscle TSC1,Mixed,335,1820612,fed,[]
Liver TSC1-EarTag #843,fl/fl; +/+,M,Body Weight,31190,Liver TSC1,C57BL/6J,445,1594261,fed,[]
Liver TSC1-EarTag #844,fl/fl; Tg/+,M,Body Weight,32130,Liver TSC1,C57BL/6J,445,1594261,fed,[]
Liver TSC1-EarTag #846,fl/fl; Tg/+,M,Body Weight,35610,Liver TSC1,C57BL/6J,445,1594261,fed,[]
Muscle TSC1-EarTag #892,fl/fl; +/+,M,Body Weight,36660,Muscle TSC1,Mixed,335,1754296,fed,[]
Muscle TSC1-EarTag #893,fl/fl; +/+,M,Body Weight,31160,Muscle TSC1,Mixed,335,1754296,fed,[]
Muscle TSC1-EarTag #880,fl/+; +/+,M,Body Weight,31710,Muscle TSC1,Mixed,335,1754296,fed,[]
Muscle TSC1-EarTag #256,fl/fl; +/+,M,Body Weight,31980,Muscle TSC1,Mixed,545,1596406,fed,[]
Muscle TSC1-EarTag #259,fl/fl; +/+,M,Body Weight,30100,Muscle TSC1,Mixed,545,1596404,fed,[]
Muscle TSC1-EarTag #607,fl/+; Tg/+,M,Body Weight,30440,Muscle TSC1,Mixed,241,1855611,fed,[]
Muscle TSC1-EarTag #611,fl/+; Tg/+,M,Body Weight,28300,Muscle TSC1,Mixed,241,1855611,fed,[]
Muscle TSC1-EarTag #612,fl/+; +/+,M,Body Weight,25810,Muscle TSC1,Mixed,241,1855611,fed,[]
Muscle TSC1-EarTag #29,fl/fl; +/+,M,Body Weight,32340,Muscle TSC1,Mixed,391,1782425,fed,[]
Muscle TSC1-EarTag #30,N.D.,M,Body Weight,33370,Muscle TSC1,Mixed,391,1782425,fed,[]
Muscle TSC1 (2699),N.D.,M,Body Weight,29130,Muscle TSC1,Mixed,349,1782543,fed,[]
Muscle TSC1-EarTag #167,fl/fl; +/+,M,Body Weight,30390,Muscle TSC1,Mixed,620,1596328,fed,[]
Muscle TSC1-EarTag #1315,fl/fl; Tg/+,M,Body Weight,30030,Muscle TSC1,Mixed,366,1782486,fed,[]
Muscle TSC1-EarTag #24,+/+; +/+,M,Body Weight,34100,Muscle TSC1,Mixed,354,1782525,fed,[]
Muscle TSC1-EarTag #876,+/+; +/+,M,Body Weight,38100,Muscle TSC1,Mixed,370,1752478,fed,[]
Muscle TSC1-EarTag #878,+/+; +/+,M,Body Weight,38890,Muscle TSC1,Mixed,370,1752478,fed,[]
Muscle TSC1 (4227),+/+; +/+,M,Body Weight,10680,Muscle TSC1,Mixed,22,2005426,fed,[]
Muscle TSC1-EarTag #2,+/+; +/+,M,Body Weight,10450,Muscle TSC1,Mixed,22,2005426,fed,[]
Muscle TSC1-EarTag #7,+/+; +/+,M,Body Weight,10320,Muscle TSC1,Mixed,22,2005426,fed,[]
Muscle TSC1-EarTag #13,+/+; Tg/+,M,Body Weight,10330,Muscle TSC1,Mixed,22,2005426,fed,[]
Muscle TSC1-EarTag #10,fl/fl; Tg/+,M,Body Weight,10600,Muscle TSC1,Mixed,22,2005426,fed,[]
C57BL/6J-EarTag #102,+/+,M,Body Weight,22000,C57BL/6J,C57BL/6J,69,2061503,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #103,+/+,M,Body Weight,25650,C57BL/6J,C57BL/6J,69,2061503,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #104,+/+,M,Body Weight,25090,C57BL/6J,C57BL/6J,69,2061503,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #105,+/+,M,Body Weight,25170,C57BL/6J,C57BL/6J,69,2061503,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #106,+/+,M,Body Weight,25590,C57BL/6J,C57BL/6J,69,2061504,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #107,+/+,M,Body Weight,23260,C57BL/6J,C57BL/6J,69,2061504,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #108,+/+,M,Body Weight,24760,C57BL/6J,C57BL/6J,69,2061504,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #109,+/+,M,Body Weight,24750,C57BL/6J,C57BL/6J,69,2061504,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #110,+/+,M,Body Weight,26040,C57BL/6J,C57BL/6J,69,2061504,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #111,+/+,M,Body Weight,27330,C57BL/6J,C57BL/6J,69,2061505,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #112,+/+,M,Body Weight,24050,C57BL/6J,C57BL/6J,69,2061505,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #113,+/+,M,Body Weight,25400,C57BL/6J,C57BL/6J,69,2061505,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #114,+/+,M,Body Weight,25300,C57BL/6J,C57BL/6J,69,2061505,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #115,+/+,M,Body Weight,24010,C57BL/6J,C57BL/6J,69,2061506,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #116,+/+,M,Body Weight,23640,C57BL/6J,C57BL/6J,69,2061506,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #117,+/+,M,Body Weight,21140,C57BL/6J,C57BL/6J,69,2061506,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #118,+/+,M,Body Weight,21140,C57BL/6J,C57BL/6J,69,2061506,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #119,+/+,M,Body Weight,24740,C57BL/6J,C57BL/6J,69,2061507,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #120,+/+,M,Body Weight,22290,C57BL/6J,C57BL/6J,69,2061507,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #121,+/+,M,Body Weight,27430,C57BL/6J,C57BL/6J,69,2061507,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #122,+/+,M,Body Weight,24830,C57BL/6J,C57BL/6J,69,2061507,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #123,+/+,M,Body Weight,21830,C57BL/6J,C57BL/6J,69,2061508,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #124,+/+,M,Body Weight,22200,C57BL/6J,C57BL/6J,69,2061508,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #125,+/+,M,Body Weight,23130,C57BL/6J,C57BL/6J,69,2061508,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #126,+/+,M,Body Weight,22170,C57BL/6J,C57BL/6J,69,2061508,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #127,+/+,M,Body Weight,20820,C57BL/6J,C57BL/6J,69,2061508,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #128,+/+,M,Body Weight,24910,C57BL/6J,C57BL/6J,69,2061509,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #129,+/+,M,Body Weight,24550,C57BL/6J,C57BL/6J,69,2061509,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #130,+/+,M,Body Weight,22550,C57BL/6J,C57BL/6J,69,2061509,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #131,+/+,M,Body Weight,24610,C57BL/6J,C57BL/6J,69,2061509,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #132,+/+,M,Body Weight,25550,C57BL/6J,C57BL/6J,69,2061509,fed,[<Treatment: Normal Chow Diet>]
C57BL/6J-EarTag #133,+/+,M,Body Weight,26050,C57BL/6J,C57BL/6J,69,2061510,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #134,+/+,M,Body Weight,26650,C57BL/6J,C57BL/6J,69,2061510,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #135,+/+,M,Body Weight,26720,C57BL/6J,C57BL/6J,69,2061510,fed,[<Treatment: High Fat Diet>]
C57BL/6J-EarTag #136,+/+,M,Body Weight,26770,C57BL/6J,C57BL/6J,69,2061510,fed,[<Treatment: High Fat Diet>]
Muscle TSC1-EarTag #167,fl/fl; +/+,M,Body Weight,32750,Muscle TSC1,Mixed,657,1596328,fed,[]
Muscle TSC1-EarTag #31,fl/fl; +/+,M,Body Weight,32220,Muscle TSC1,Mixed,541,1596437,fed,[]
Muscle TSC1-EarTag #360,fl/fl; +/+,M,Body Weight,36580,Muscle TSC1,Mixed,541,1596437,fed,[]
Muscle TSC1-EarTag #28,+/+; Tg/+,M,Body Weight,30080,Muscle TSC1,Mixed,428,1782425,fed,[]
Muscle TSC1-EarTag #406,+/+; +/+,M,Body Weight,38250,Muscle TSC1,Mixed,428,1782425,fed,[]
Muscle TSC1-EarTag #401,+/+; Tg/+,M,Body Weight,33330,Muscle TSC1,Mixed,427,1782428,fed,[]
Muscle TSC1-EarTag #402,+/+; +/+,M,Body Weight,36060,Muscle TSC1,Mixed,427,1782428,fed,[]
Muscle TSC1-EarTag #1451,+/+; +/+,M,Body Weight,35300,Muscle TSC1,Mixed,410,2005388,fed,[]
Muscle TSC1-EarTag #1446,+/+; +/+,M,Body Weight,35110,Muscle TSC1,Mixed,408,1752480,fed,[]
Muscle TSC1-EarTag #17,fl/fl; +/+,M,Body Weight,35520,Muscle TSC1,Mixed,408,1752480,fed,[]
Muscle TSC1-EarTag #1453,fl/fl; +/+,M,Body Weight,32540,Muscle TSC1,Mixed,408,1782477,fed,[]
Muscle TSC1-EarTag #876,+/+; +/+,M,Body Weight,37770,Muscle TSC1,Mixed,407,1752478,fed,[]
Muscle TSC1-EarTag #877,fl/fl; +/+,M,Body Weight,35410,Muscle TSC1,Mixed,407,1752478,fed,[]
Muscle TSC1-EarTag #876,+/+; +/+,M,Body Weight,38550,Muscle TSC1,Mixed,407,1752478,fed,[]
Muscle TSC1-EarTag #1463,fl/fl; +/+,M,Body Weight,35370,Muscle TSC1,Mixed,406,1752178,fed,[]
Muscle TSC1-EarTag #1465,+/+; Tg/+,M,Body Weight,35710,Muscle TSC1,Mixed,406,1752478,fed,[]
Muscle TSC1-EarTag #1441,+/+; +/+,M,Body Weight,32340,Muscle TSC1,Mixed,406,1752480,fed,[]
Muscle TSC1-EarTag #1443,+/+; +/+,M,Body Weight,32890,Muscle TSC1,Mixed,406,1752480,fed,[]
Muscle TSC1-EarTag #1315,fl/fl; Tg/+,M,Body Weight,30220,Muscle TSC1,Mixed,403,1782486,fed,[]
Muscle TSC1-EarTag #1317,fl/fl; +/+,M,Body Weight,31510,Muscle TSC1,Mixed,403,1782486,fed,[]
Muscle TSC1-EarTag #336,fl/fl; +/+,M,Body Weight,32090,Muscle TSC1,Mixed,559,1596422,fed,[]
Muscle TSC1-EarTag #337,+/+; Tg/+,M,Body Weight,34050,Muscle TSC1,Mixed,401,1782505,fed,[]
Muscle TSC1-EarTag #1319,fl/fl; +/+,M,Body Weight,35860,Muscle TSC1,Mixed,399,1782488,fed,[]
Muscle TSC1-EarTag #388,+/+; Tg/+,M,Body Weight,36490,Muscle TSC1,Mixed,391,1782525,fed,[]
Muscle TSC1-EarTag #24,+/+; +/+,M,Body Weight,34570,Muscle TSC1,Mixed,391,1782525,fed,[]
Muscle TSC1-EarTag #18,fl/fl; +/+,M,Body Weight,29820,Muscle TSC1,Mixed,386,1782540,fed,[]
Muscle TSC1-EarTag #397,fl/fl; Tg/+,M,Body Weight,26070,Muscle TSC1,Mixed,386,1782540,fed,[]
Muscle TSC1-EarTag #19,fl/fl; Tg/+,M,Body Weight,31690,Muscle TSC1,Mixed,386,1782540,fed,[]
Muscle TSC1-EarTag #23,fl/fl; +/+,M,Body Weight,36350,Muscle TSC1,Mixed,386,1782543,fed,[]
Muscle TSC1-EarTag #374,fl/fl; +/+,M,Body Weight,30630,Muscle TSC1,Mixed,381,1782552,fed,[]
Muscle TSC1-EarTag #375,fl/fl; +/+,M,Body Weight,31560,Muscle TSC1,Mixed,381,1782552,fed,[]
Muscle TSC1-EarTag #376,fl/fl; +/+,M,Body Weight,31350,Muscle TSC1,Mixed,381,1782552,fed,[]
Muscle TSC1-EarTag #379,fl/fl; Tg/+,M,Body Weight,31230,Muscle TSC1,Mixed,535,1596453,fed,[]
Muscle TSC1-EarTag #836,+/+; +/+,M,Body Weight,29650,Muscle TSC1,Mixed,375,1782558,fed,[]
Muscle TSC1-EarTag #837,fl/fl; +/+,M,Body Weight,26950,Muscle TSC1,Mixed,375,1782558,fed,[]
Muscle TSC1-EarTag #838,+/+; +/+,M,Body Weight,30110,Muscle TSC1,Mixed,375,1782558,fed,[]
Liver TSC1-EarTag #839,fl/+; Tg/+,M,Body Weight,31990,Liver TSC1,Mixed,479,1754274,fed,[]
Muscle TSC1-EarTag #880,fl/+; +/+,M,Body Weight,32460,Muscle TSC1,Mixed,372,1754296,fed,[]
Muscle TSC1-EarTag #892,fl/fl; +/+,M,Body Weight,38450,Muscle TSC1,Mixed,372,1754296,fed,[]
Muscle TSC1-EarTag #893,fl/fl; +/+,M,Body Weight,32920,Muscle TSC1,Mixed,372,1754296,fed,[]
Muscle TSC1-EarTag #840,+/+; +/+,M,Body Weight,33340,Muscle TSC1,Mixed,372,1782558,fed,[]
Muscle TSC1-EarTag #842,+/+; Tg/+,M,Body Weight,27290,Muscle TSC1,Mixed,372,1820612,fed,[]
Muscle TSC1-EarTag #843,fl/fl; +/+,M,Body Weight,31890,Muscle TSC1,Mixed,372,1820612,fed,[]
Muscle TSC1-EarTag #844,+/+; Tg/+,M,Body Weight,33760,Muscle TSC1,Mixed,372,1820612,fed,[]
Muscle TSC1-EarTag #846,fl/+; +/+,M,Body Weight,36670,Muscle TSC1,Mixed,372,1820612,fed,[]
Muscle TSC1-EarTag #257,fl/fl; Tg/+,M,Body Weight,32360,Muscle TSC1,Mixed,298,1855566,fed,[]
Muscle TSC1-EarTag #259,fl/fl; +/+,M,Body Weight,39630,Muscle TSC1,Mixed,582,1596404,fed,[]
Muscle TSC1-EarTag #688,fl/fl; +/+,M,Body Weight,28470,Muscle TSC1,Mixed,805,1541444,fed,[]
Muscle TSC1-EarTag #689,fl/fl; Tg/+,M,Body Weight,25860,Muscle TSC1,Mixed,805,1541444,fed,[]
Muscle TSC1-EarTag #864,fl/fl; Tg/+,M,Body Weight,28990,Muscle TSC1,Mixed,183,1909086,fed,[]
Muscle TSC1-EarTag #865,fl/+; Tg/+,M,Body Weight,30840,Muscle TSC1,Mixed,166,1939118,fed,[]
Muscle TSC1-EarTag #15,fl/fl; +/+,M,Body Weight,32840,Muscle TSC1,Mixed,800,1541447,fed,[]
Muscle TSC1-EarTag #694,fl/fl; Tg/+,M,Body Weight,39270,Muscle TSC1,Mixed,810,1523768,fed,[]
Muscle TSC1-EarTag #695,fl/fl; Tg/+,M,Body Weight,29670,Muscle TSC1,Mixed,810,1523768,fed,[]
Muscle TSC1-EarTag #860,N.D.,N.D.,Body Weight,28930,Muscle TSC1,Mixed,372,1754296,fed,[]
Muscle TSC1-EarTag #861,+/+; +/+,M,Body Weight,26480,Muscle TSC1,Mixed,172,1909118,fed,[]
Muscle TSC1-EarTag #867,+/+; +/+,M,Body Weight,33650,Muscle TSC1,Mixed,166,1939308,fed,[]
Muscle TSC1-EarTag #868,fl/fl; Tg/+,M,Body Weight,29650,Muscle TSC1,Mixed,165,1939306,fed,[]
Muscle TSC1-EarTag #869,+/+; Tg/+,M,Body Weight,29120,Muscle TSC1,Mixed,165,1939306,fed,[]
Muscle TSC1-EarTag #870,fl/fl; Tg/+,M,Body Weight,28190,Muscle TSC1,Mixed,165,1939306,fed,[]
Muscle TSC1-EarTag #14,+/+; Tg/+,M,Body Weight,30540,Muscle TSC1,Mixed,165,1939306,fed,[]
Muscle TSC1-EarTag #839,+/+; +/+,M,Body Weight,27500,Muscle TSC1,Mixed,375,1782558,fed,[]
Muscle TSC1-EarTag #875,+/+; +/+,M,Body Weight,32140,Muscle TSC1,Mixed,155,1939334,fed,[]
Muscle TSC1 (4227),+/+; +/+,M,Body Weight,18150,Muscle TSC1,Mixed,32,2005426,fed,[]
Muscle TSC1-EarTag #10,fl/fl; Tg/+,M,Body Weight,17270,Muscle TSC1,Mixed,32,2005426,fed,[]
Muscle TSC1-EarTag #2,+/+; +/+,M,Body Weight,18140,Muscle TSC1,Mixed,32,2005426,fed,[]
Muscle TSC1-EarTag #7,+/+; +/+,M,Body Weight,17750,Muscle TSC1,Mixed,32,2005426,fed,[]
Muscle TSC1-EarTag #13,+/+; Tg/+,M,Body Weight,17620,Muscle TSC1,Mixed,32,2005426,fed,[]
Muscle TSC1-EarTag #874,+/+; +/+,M,Body Weight,35640,Muscle TSC1,Mixed,193,1909086,fed,[]
Muscle TSC1-EarTag #23,fl/fl; +/+,M,Body Weight,35750,Muscle TSC1,Mixed,386,1782543,fed,[]
Muscle TSC1-EarTag #29,fl/fl; +/+,M,Body Weight,34850,Muscle TSC1,Mixed,428,1782425,fed,[]
Muscle TSC1-EarTag #30,N.D.,M,Body Weight,34190,Muscle TSC1,Mixed,428,1782425,fed,[]
CAP-EarTag #114,-/-,M,Body Weight,26950,CAP,C57BL/6J,269,1908901,fed,[<Treatment: Dexamethasone Treated>]
CAP-EarTag #118,+/+,M,Body Weight,28050,CAP,C57BL/6J,269,1908901,fed,[<Treatment: Dexamethasone Treated>]
CAP-EarTag #112,-/-,M,Body Weight,27720,CAP,C57BL/6J,269,1908901,fed,[<Treatment: Dexamethasone Treated>]
CAP-EarTag #113,-/-,M,Body Weight,27400,CAP,C57BL/6J,269,1908901,fed,[<Treatment: Dexamethasone Treated>]
CAP-EarTag #126,-/-,M,Body Weight,28500,CAP,C57BL/6J,268,1908904,fed,[]
CAP-EarTag #125,-/-,M,Body Weight,26780,CAP,C57BL/6J,268,1908904,fed,[]
CAP-EarTag #127,-/-,M,Body Weight,29960,CAP,C57BL/6J,266,1908904,fed,[]
