"","Animal","Cage","Strain","Genotype","Age","Assay","Values","Feeding","Treatment","Cohort","Weight","Week"
"194","C57BL/6J-EarTag #120","2061507","C57BL/6J","+/+",139,"Body Weight",35120,"fed","High Fat Diet","Cohort 3",35.12,10
"195","C57BL/6J-EarTag #121","2061507","C57BL/6J","+/+",139,"Body Weight",42340,"fed","High Fat Diet","Cohort 3",42.34,10
"196","C57BL/6J-EarTag #122","2061507","C57BL/6J","+/+",139,"Body Weight",35360,"fed","High Fat Diet","Cohort 3",35.36,10
"197","C57BL/6J-EarTag #123","2061508","C57BL/6J","+/+",139,"Body Weight",26530,"fed","Normal Chow Diet","Cohort 3",26.53,10
"198","C57BL/6J-EarTag #124","2061508","C57BL/6J","+/+",139,"Body Weight",26030,"fed","Normal Chow Diet","Cohort 3",26.03,10
"199","C57BL/6J-EarTag #125","2061508","C57BL/6J","+/+",139,"Body Weight",26870,"fed","Normal Chow Diet","Cohort 3",26.87,10
"200","C57BL/6J-EarTag #126","2061508","C57BL/6J","+/+",139,"Body Weight",26260,"fed","Normal Chow Diet","Cohort 3",26.26,10
"201","C57BL/6J-EarTag #127","2061508","C57BL/6J","+/+",139,"Body Weight",23980,"fed","Normal Chow Diet","Cohort 3",23.98,10
"202","C57BL/6J-EarTag #128","2061509","C57BL/6J","+/+",139,"Body Weight",29330,"fed","Normal Chow Diet","Cohort 3",29.33,10
"203","C57BL/6J-EarTag #129","2061509","C57BL/6J","+/+",139,"Body Weight",29460,"fed","Normal Chow Diet","Cohort 3",29.46,10
"204","C57BL/6J-EarTag #130","2061509","C57BL/6J","+/+",139,"Body Weight",26770,"fed","Normal Chow Diet","Cohort 3",26.77,10
"205","C57BL/6J-EarTag #131","2061509","C57BL/6J","+/+",139,"Body Weight",28760,"fed","Normal Chow Diet","Cohort 3",28.76,10
"206","C57BL/6J-EarTag #132","2061509","C57BL/6J","+/+",139,"Body Weight",31360,"fed","Normal Chow Diet","Cohort 3",31.36,10
"207","C57BL/6J-EarTag #133","2061510","C57BL/6J","+/+",139,"Body Weight",38630,"fed","High Fat Diet","Cohort 3",38.63,10
"208","C57BL/6J-EarTag #134","2061510","C57BL/6J","+/+",139,"Body Weight",39910,"fed","High Fat Diet","Cohort 3",39.91,10
"209","C57BL/6J-EarTag #135","2061510","C57BL/6J","+/+",139,"Body Weight",43880,"fed","High Fat Diet","Cohort 3",43.88,10
"210","C57BL/6J-EarTag #136","2061510","C57BL/6J","+/+",139,"Body Weight",40980,"fed","High Fat Diet","Cohort 3",40.98,10
"211","C57BL/6J-EarTag #102","2061503","C57BL/6J","+/+",152,"Body Weight",32850,"fed","High Fat Diet","Cohort 3",32.85,12
"212","C57BL/6J-EarTag #103","2061503","C57BL/6J","+/+",152,"Body Weight",33050,"fed","High Fat Diet","Cohort 3",33.05,12
"213","C57BL/6J-EarTag #104","2061503","C57BL/6J","+/+",152,"Body Weight",35770,"fed","High Fat Diet","Cohort 3",35.77,12
"214","C57BL/6J-EarTag #105","2061503","C57BL/6J","+/+",152,"Body Weight",31780,"fed","High Fat Diet","Cohort 3",31.78,12
"215","C57BL/6J-EarTag #106","2061504","C57BL/6J","+/+",152,"Body Weight",30750,"fed","Normal Chow Diet","Cohort 3",30.75,12
"216","C57BL/6J-EarTag #107","2061504","C57BL/6J","+/+",152,"Body Weight",28100,"fed","Normal Chow Diet","Cohort 3",28.1,12
"217","C57BL/6J-EarTag #108","2061504","C57BL/6J","+/+",152,"Body Weight",32220,"fed","Normal Chow Diet","Cohort 3",32.22,12
"218","C57BL/6J-EarTag #109","2061504","C57BL/6J","+/+",152,"Body Weight",29630,"fed","Normal Chow Diet","Cohort 3",29.63,12
"219","C57BL/6J-EarTag #110","2061504","C57BL/6J","+/+",152,"Body Weight",30960,"fed","Normal Chow Diet","Cohort 3",30.96,12
"220","C57BL/6J-EarTag #111","2061505","C57BL/6J","+/+",152,"Body Weight",41850,"fed","High Fat Diet","Cohort 3",41.85,12
"221","C57BL/6J-EarTag #112","2061505","C57BL/6J","+/+",152,"Body Weight",43290,"fed","High Fat Diet","Cohort 3",43.29,12
"222","C57BL/6J-EarTag #113","2061505","C57BL/6J","+/+",152,"Body Weight",40010,"fed","High Fat Diet","Cohort 3",40.01,12
"223","C57BL/6J-EarTag #114","2061505","C57BL/6J","+/+",152,"Body Weight",42150,"fed","High Fat Diet","Cohort 3",42.15,12
"224","C57BL/6J-EarTag #115","2061506","C57BL/6J","+/+",152,"Body Weight",41580,"fed","High Fat Diet","Cohort 3",41.58,12
"225","C57BL/6J-EarTag #116","2061506","C57BL/6J","+/+",152,"Body Weight",48970,"fed","High Fat Diet","Cohort 3",48.97,12
"226","C57BL/6J-EarTag #117","2061506","C57BL/6J","+/+",152,"Body Weight",31000,"fed","High Fat Diet","Cohort 3",31,12
"227","C57BL/6J-EarTag #118","2061506","C57BL/6J","+/+",152,"Body Weight",33410,"fed","High Fat Diet","Cohort 3",33.41,12
"228","C57BL/6J-EarTag #119","2061507","C57BL/6J","+/+",152,"Body Weight",43960,"fed","High Fat Diet","Cohort 3",43.96,12
"229","C57BL/6J-EarTag #120","2061507","C57BL/6J","+/+",152,"Body Weight",35730,"fed","High Fat Diet","Cohort 3",35.73,12
"230","C57BL/6J-EarTag #121","2061507","C57BL/6J","+/+",152,"Body Weight",42990,"fed","High Fat Diet","Cohort 3",42.99,12
"231","C57BL/6J-EarTag #122","2061507","C57BL/6J","+/+",152,"Body Weight",35550,"fed","High Fat Diet","Cohort 3",35.55,12
"232","C57BL/6J-EarTag #123","2061508","C57BL/6J","+/+",152,"Body Weight",26710,"fed","Normal Chow Diet","Cohort 3",26.71,12
"233","C57BL/6J-EarTag #124","2061508","C57BL/6J","+/+",152,"Body Weight",25940,"fed","Normal Chow Diet","Cohort 3",25.94,12
"234","C57BL/6J-EarTag #125","2061508","C57BL/6J","+/+",152,"Body Weight",26770,"fed","Normal Chow Diet","Cohort 3",26.77,12
"235","C57BL/6J-EarTag #126","2061508","C57BL/6J","+/+",152,"Body Weight",27020,"fed","Normal Chow Diet","Cohort 3",27.02,12
"236","C57BL/6J-EarTag #127","2061508","C57BL/6J","+/+",152,"Body Weight",24610,"fed","Normal Chow Diet","Cohort 3",24.61,12
"237","C57BL/6J-EarTag #128","2061509","C57BL/6J","+/+",152,"Body Weight",31080,"fed","Normal Chow Diet","Cohort 3",31.08,12
"238","C57BL/6J-EarTag #129","2061509","C57BL/6J","+/+",152,"Body Weight",31030,"fed","Normal Chow Diet","Cohort 3",31.03,12
"239","C57BL/6J-EarTag #130","2061509","C57BL/6J","+/+",152,"Body Weight",27880,"fed","Normal Chow Diet","Cohort 3",27.88,12
"240","C57BL/6J-EarTag #131","2061509","C57BL/6J","+/+",152,"Body Weight",29620,"fed","Normal Chow Diet","Cohort 3",29.62,12
"241","C57BL/6J-EarTag #132","2061509","C57BL/6J","+/+",152,"Body Weight",32870,"fed","Normal Chow Diet","Cohort 3",32.87,12
"242","C57BL/6J-EarTag #133","2061510","C57BL/6J","+/+",152,"Body Weight",40500,"fed","High Fat Diet","Cohort 3",40.5,12
"243","C57BL/6J-EarTag #134","2061510","C57BL/6J","+/+",152,"Body Weight",42330,"fed","High Fat Diet","Cohort 3",42.33,12
"244","C57BL/6J-EarTag #135","2061510","C57BL/6J","+/+",152,"Body Weight",45020,"fed","High Fat Diet","Cohort 3",45.02,12
"245","C57BL/6J-EarTag #136","2061510","C57BL/6J","+/+",152,"Body Weight",42770,"fed","High Fat Diet","Cohort 3",42.77,12
"363","C57BL/6J-EarTag #200","209923","C57BL/6J","+/+",69,"Body Weight",25480,"fed","High Fat Diet","Cohort 4",25.48,0
"373","C57BL/6J-EarTag #201","209923","C57BL/6J","+/+",69,"Body Weight",22520,"fed","High Fat Diet","Cohort 4",22.52,0
"383","C57BL/6J-EarTag #202","209923","C57BL/6J","+/+",69,"Body Weight",20120,"fed","High Fat Diet","Cohort 4",20.12,0
"393","C57BL/6J-EarTag #203","209923","C57BL/6J","+/+",69,"Body Weight",19910,"fed","High Fat Diet","Cohort 4",19.91,0
"403","C57BL/6J-EarTag #205","209924","C57BL/6J","+/+",69,"Body Weight",25270,"fed","Normal Chow Diet","Cohort 4",25.27,0
"4110","C57BL/6J-EarTag #204","209924","C57BL/6J","+/+",69,"Body Weight",22420,"fed","Normal Chow Diet","Cohort 4",22.42,0
"4210","C57BL/6J-EarTag #206","209924","C57BL/6J","+/+",69,"Body Weight",23420,"fed","Normal Chow Diet","Cohort 4",23.42,0
"4310","C57BL/6J-EarTag #207","209924","C57BL/6J","+/+",69,"Body Weight",27400,"fed","Normal Chow Diet","Cohort 4",27.4,0
"4410","C57BL/6J-EarTag #208","209924","C57BL/6J","+/+",69,"Body Weight",23280,"fed","Normal Chow Diet","Cohort 4",23.28,0
"4510","C57BL/6J-EarTag #209","209925","C57BL/6J","+/+",69,"Body Weight",25940,"fed","Normal Chow Diet","Cohort 4",25.94,0
"4610","C57BL/6J-EarTag #210","209925","C57BL/6J","+/+",69,"Body Weight",23190,"fed","Normal Chow Diet","Cohort 4",23.19,0
"4710","C57BL/6J-EarTag #211","209925","C57BL/6J","+/+",69,"Body Weight",24270,"fed","Normal Chow Diet","Cohort 4",24.27,0
"4810","C57BL/6J-EarTag #212","209925","C57BL/6J","+/+",69,"Body Weight",20990,"fed","Normal Chow Diet","Cohort 4",20.99,0
"4910","C57BL/6J-EarTag #213","209925","C57BL/6J","+/+",69,"Body Weight",24130,"fed","Normal Chow Diet","Cohort 4",24.13,0
"5010","C57BL/6J-EarTag #214","209926","C57BL/6J","+/+",69,"Body Weight",24050,"fed","High Fat Diet","Cohort 4",24.05,0
"5110","C57BL/6J-EarTag #215","209926","C57BL/6J","+/+",69,"Body Weight",21700,"fed","High Fat Diet","Cohort 4",21.7,0
"5210","C57BL/6J-EarTag #216","209926","C57BL/6J","+/+",69,"Body Weight",22100,"fed","High Fat Diet","Cohort 4",22.1,0
"5310","C57BL/6J-EarTag #217","209926","C57BL/6J","+/+",69,"Body Weight",22770,"fed","High Fat Diet","Cohort 4",22.77,0
"5410","C57BL/6J-EarTag #218","209927","C57BL/6J","+/+",69,"Body Weight",21840,"fed","High Fat Diet","Cohort 4",21.84,0
"5510","C57BL/6J-EarTag #220","209927","C57BL/6J","+/+",69,"Body Weight",23400,"fed","High Fat Diet","Cohort 4",23.4,0
"5610","C57BL/6J-EarTag #221","209927","C57BL/6J","+/+",69,"Body Weight",24310,"fed","High Fat Diet","Cohort 4",24.31,0
"5710","C57BL/6J-EarTag #219","209927","C57BL/6J","+/+",69,"Body Weight",23180,"fed","High Fat Diet","Cohort 4",23.18,0
"361","C57BL/6J-EarTag #200","209923","C57BL/6J","+/+",83,"Body Weight",29990,"fed","High Fat Diet","Cohort 4",29.99,2
"371","C57BL/6J-EarTag #201","209923","C57BL/6J","+/+",83,"Body Weight",26990,"fed","High Fat Diet","Cohort 4",26.99,2
"381","C57BL/6J-EarTag #202","209923","C57BL/6J","+/+",83,"Body Weight",24160,"fed","High Fat Diet","Cohort 4",24.16,2
"391","C57BL/6J-EarTag #203","209923","C57BL/6J","+/+",83,"Body Weight",24070,"fed","High Fat Diet","Cohort 4",24.07,2
"401","C57BL/6J-EarTag #205","209924","C57BL/6J","+/+",83,"Body Weight",27320,"fed","Normal Chow Diet","Cohort 4",27.32,2
"411","C57BL/6J-EarTag #204","209924","C57BL/6J","+/+",83,"Body Weight",23560,"fed","Normal Chow Diet","Cohort 4",23.56,2
"421","C57BL/6J-EarTag #206","209924","C57BL/6J","+/+",83,"Body Weight",26990,"fed","Normal Chow Diet","Cohort 4",26.99,2
"431","C57BL/6J-EarTag #207","209924","C57BL/6J","+/+",83,"Body Weight",29900,"fed","Normal Chow Diet","Cohort 4",29.9,2
"441","C57BL/6J-EarTag #208","209924","C57BL/6J","+/+",83,"Body Weight",25880,"fed","Normal Chow Diet","Cohort 4",25.88,2
"451","C57BL/6J-EarTag #209","209925","C57BL/6J","+/+",83,"Body Weight",27740,"fed","Normal Chow Diet","Cohort 4",27.74,2
"461","C57BL/6J-EarTag #210","209925","C57BL/6J","+/+",83,"Body Weight",24150,"fed","Normal Chow Diet","Cohort 4",24.15,2
"471","C57BL/6J-EarTag #211","209925","C57BL/6J","+/+",83,"Body Weight",26080,"fed","Normal Chow Diet","Cohort 4",26.08,2
"481","C57BL/6J-EarTag #212","209925","C57BL/6J","+/+",83,"Body Weight",22460,"fed","Normal Chow Diet","Cohort 4",22.46,2
"491","C57BL/6J-EarTag #213","209925","C57BL/6J","+/+",83,"Body Weight",24030,"fed","Normal Chow Diet","Cohort 4",24.03,2
"501","C57BL/6J-EarTag #214","209926","C57BL/6J","+/+",83,"Body Weight",30850,"fed","High Fat Diet","Cohort 4",30.85,2
"511","C57BL/6J-EarTag #215","209926","C57BL/6J","+/+",83,"Body Weight",23680,"fed","High Fat Diet","Cohort 4",23.68,2
"521","C57BL/6J-EarTag #216","209926","C57BL/6J","+/+",83,"Body Weight",24250,"fed","High Fat Diet","Cohort 4",24.25,2
"531","C57BL/6J-EarTag #217","209926","C57BL/6J","+/+",83,"Body Weight",26920,"fed","High Fat Diet","Cohort 4",26.92,2
"541","C57BL/6J-EarTag #218","209927","C57BL/6J","+/+",83,"Body Weight",27370,"fed","High Fat Diet","Cohort 4",27.37,2
"551","C57BL/6J-EarTag #219","209927","C57BL/6J","+/+",83,"Body Weight",25780,"fed","High Fat Diet","Cohort 4",25.78,2
"561","C57BL/6J-EarTag #220","209927","C57BL/6J","+/+",83,"Body Weight",26370,"fed","High Fat Diet","Cohort 4",26.37,2
"571","C57BL/6J-EarTag #221","209927","C57BL/6J","+/+",83,"Body Weight",29940,"fed","High Fat Diet","Cohort 4",29.94,2
"452","C57BL/6J-EarTag #102","2061503","C57BL/6J","+/+",97,"Body Weight",25910,"fed","High Fat Diet","Cohort 4",25.91,4
"462","C57BL/6J-EarTag #103","2061503","C57BL/6J","+/+",97,"Body Weight",30080,"fed","High Fat Diet","Cohort 4",30.08,4
"472","C57BL/6J-EarTag #104","2061503","C57BL/6J","+/+",97,"Body Weight",30410,"fed","High Fat Diet","Cohort 4",30.41,4
"482","C57BL/6J-EarTag #105","2061503","C57BL/6J","+/+",97,"Body Weight",30140,"fed","High Fat Diet","Cohort 4",30.14,4
"492","C57BL/6J-EarTag #106","2061504","C57BL/6J","+/+",97,"Body Weight",28330,"fed","Normal Chow Diet","Cohort 4",28.33,4
"502","C57BL/6J-EarTag #107","2061504","C57BL/6J","+/+",97,"Body Weight",25520,"fed","Normal Chow Diet","Cohort 4",25.52,4
"512","C57BL/6J-EarTag #108","2061504","C57BL/6J","+/+",97,"Body Weight",27760,"fed","Normal Chow Diet","Cohort 4",27.76,4
"522","C57BL/6J-EarTag #109","2061504","C57BL/6J","+/+",97,"Body Weight",27020,"fed","Normal Chow Diet","Cohort 4",27.02,4
"532","C57BL/6J-EarTag #110","2061504","C57BL/6J","+/+",97,"Body Weight",27900,"fed","Normal Chow Diet","Cohort 4",27.9,4
"542","C57BL/6J-EarTag #111","2061505","C57BL/6J","+/+",97,"Body Weight",32600,"fed","High Fat Diet","Cohort 4",32.6,4
"552","C57BL/6J-EarTag #112","2061505","C57BL/6J","+/+",97,"Body Weight",31200,"fed","High Fat Diet","Cohort 4",31.2,4
"562","C57BL/6J-EarTag #113","2061505","C57BL/6J","+/+",97,"Body Weight",30220,"fed","High Fat Diet","Cohort 4",30.22,4
"572","C57BL/6J-EarTag #114","2061505","C57BL/6J","+/+",97,"Body Weight",31560,"fed","High Fat Diet","Cohort 4",31.56,4
"5810","C57BL/6J-EarTag #115","2061506","C57BL/6J","+/+",97,"Body Weight",30850,"fed","High Fat Diet","Cohort 4",30.85,4
"5910","C57BL/6J-EarTag #116","2061506","C57BL/6J","+/+",97,"Body Weight",36310,"fed","High Fat Diet","Cohort 4",36.31,4
"6010","C57BL/6J-EarTag #117","2061506","C57BL/6J","+/+",97,"Body Weight",26440,"fed","High Fat Diet","Cohort 4",26.44,4
"6110","C57BL/6J-EarTag #118","2061506","C57BL/6J","+/+",97,"Body Weight",26400,"fed","High Fat Diet","Cohort 4",26.4,4
"6210","C57BL/6J-EarTag #119","2061507","C57BL/6J","+/+",97,"Body Weight",35190,"fed","High Fat Diet","Cohort 4",35.19,4
"6310","C57BL/6J-EarTag #120","2061507","C57BL/6J","+/+",97,"Body Weight",30680,"fed","High Fat Diet","Cohort 4",30.68,4
"6410","C57BL/6J-EarTag #121","2061507","C57BL/6J","+/+",97,"Body Weight",35540,"fed","High Fat Diet","Cohort 4",35.54,4
"6510","C57BL/6J-EarTag #122","2061507","C57BL/6J","+/+",97,"Body Weight",31450,"fed","High Fat Diet","Cohort 4",31.45,4
"6610","C57BL/6J-EarTag #123","2061508","C57BL/6J","+/+",97,"Body Weight",25120,"fed","Normal Chow Diet","Cohort 4",25.12,4
"6710","C57BL/6J-EarTag #124","2061508","C57BL/6J","+/+",97,"Body Weight",24760,"fed","Normal Chow Diet","Cohort 4",24.76,4
"6810","C57BL/6J-EarTag #125","2061508","C57BL/6J","+/+",97,"Body Weight",25330,"fed","Normal Chow Diet","Cohort 4",25.33,4
"6910","C57BL/6J-EarTag #126","2061508","C57BL/6J","+/+",97,"Body Weight",24570,"fed","Normal Chow Diet","Cohort 4",24.57,4
"7010","C57BL/6J-EarTag #127","2061508","C57BL/6J","+/+",97,"Body Weight",22850,"fed","Normal Chow Diet","Cohort 4",22.85,4
"7110","C57BL/6J-EarTag #128","2061509","C57BL/6J","+/+",97,"Body Weight",27080,"fed","Normal Chow Diet","Cohort 4",27.08,4
"7210","C57BL/6J-EarTag #129","2061509","C57BL/6J","+/+",97,"Body Weight",28900,"fed","Normal Chow Diet","Cohort 4",28.9,4
"7310","C57BL/6J-EarTag #130","2061509","C57BL/6J","+/+",97,"Body Weight",25840,"fed","Normal Chow Diet","Cohort 4",25.84,4
"7410","C57BL/6J-EarTag #131","2061509","C57BL/6J","+/+",97,"Body Weight",26660,"fed","Normal Chow Diet","Cohort 4",26.66,4
"7510","C57BL/6J-EarTag #132","2061509","C57BL/6J","+/+",97,"Body Weight",30150,"fed","Normal Chow Diet","Cohort 4",30.15,4
"7610","C57BL/6J-EarTag #133","2061510","C57BL/6J","+/+",97,"Body Weight",32220,"fed","High Fat Diet","Cohort 4",32.22,4
"7710","C57BL/6J-EarTag #134","2061510","C57BL/6J","+/+",97,"Body Weight",34040,"fed","High Fat Diet","Cohort 4",34.04,4
"7810","C57BL/6J-EarTag #135","2061510","C57BL/6J","+/+",97,"Body Weight",33940,"fed","High Fat Diet","Cohort 4",33.94,4
"7910","C57BL/6J-EarTag #136","2061510","C57BL/6J","+/+",97,"Body Weight",32710,"fed","High Fat Diet","Cohort 4",32.71,4
"362","C57BL/6J-EarTag #200","209923","C57BL/6J","+/+",111,"Body Weight",37110,"fed","High Fat Diet","Cohort 4",37.11,6
"372","C57BL/6J-EarTag #201","209923","C57BL/6J","+/+",111,"Body Weight",34990,"fed","High Fat Diet","Cohort 4",34.99,6
"382","C57BL/6J-EarTag #202","209923","C57BL/6J","+/+",111,"Body Weight",26580,"fed","High Fat Diet","Cohort 4",26.58,6
"392","C57BL/6J-EarTag #203","209923","C57BL/6J","+/+",111,"Body Weight",27620,"fed","High Fat Diet","Cohort 4",27.62,6
"402","C57BL/6J-EarTag #205","209924","C57BL/6J","+/+",111,"Body Weight",29890,"fed","Normal Chow Diet","Cohort 4",29.89,6
"412","C57BL/6J-EarTag #204","209924","C57BL/6J","+/+",111,"Body Weight",25460,"fed","Normal Chow Diet","Cohort 4",25.46,6
"422","C57BL/6J-EarTag #206","209924","C57BL/6J","+/+",111,"Body Weight",30130,"fed","Normal Chow Diet","Cohort 4",30.13,6
"432","C57BL/6J-EarTag #207","209924","C57BL/6J","+/+",111,"Body Weight",31640,"fed","Normal Chow Diet","Cohort 4",31.64,6
"442","C57BL/6J-EarTag #208","209924","C57BL/6J","+/+",111,"Body Weight",28330,"fed","Normal Chow Diet","Cohort 4",28.33,6
"453","C57BL/6J-EarTag #209","209925","C57BL/6J","+/+",111,"Body Weight",29170,"fed","Normal Chow Diet","Cohort 4",29.17,6
"463","C57BL/6J-EarTag #210","209925","C57BL/6J","+/+",111,"Body Weight",26710,"fed","Normal Chow Diet","Cohort 4",26.71,6
"473","C57BL/6J-EarTag #211","209925","C57BL/6J","+/+",111,"Body Weight",28310,"fed","Normal Chow Diet","Cohort 4",28.31,6
"483","C57BL/6J-EarTag #212","209925","C57BL/6J","+/+",111,"Body Weight",26010,"fed","Normal Chow Diet","Cohort 4",26.01,6
"493","C57BL/6J-EarTag #213","209925","C57BL/6J","+/+",111,"Body Weight",28410,"fed","Normal Chow Diet","Cohort 4",28.41,6
"503","C57BL/6J-EarTag #214","209926","C57BL/6J","+/+",111,"Body Weight",35030,"fed","High Fat Diet","Cohort 4",35.03,6
"513","C57BL/6J-EarTag #215","209926","C57BL/6J","+/+",111,"Body Weight",26550,"fed","High Fat Diet","Cohort 4",26.55,6
"523","C57BL/6J-EarTag #216","209926","C57BL/6J","+/+",111,"Body Weight",26920,"fed","High Fat Diet","Cohort 4",26.92,6
"533","C57BL/6J-EarTag #217","209926","C57BL/6J","+/+",111,"Body Weight",31470,"fed","High Fat Diet","Cohort 4",31.47,6
"543","C57BL/6J-EarTag #218","209927","C57BL/6J","+/+",111,"Body Weight",33340,"fed","High Fat Diet","Cohort 4",33.34,6
"553","C57BL/6J-EarTag #219","209927","C57BL/6J","+/+",111,"Body Weight",30130,"fed","High Fat Diet","Cohort 4",30.13,6
"563","C57BL/6J-EarTag #220","209927","C57BL/6J","+/+",111,"Body Weight",34410,"fed","High Fat Diet","Cohort 4",34.41,6
"573","C57BL/6J-EarTag #221","209927","C57BL/6J","+/+",111,"Body Weight",36820,"fed","High Fat Diet","Cohort 4",36.82,6
"10210","C57BL/6J-EarTag #200","209923","C57BL/6J","+/+",125,"Body Weight",37390,"fed","High Fat Diet","Cohort 4",37.39,8
"1032","C57BL/6J-EarTag #201","209923","C57BL/6J","+/+",125,"Body Weight",38810,"fed","High Fat Diet","Cohort 4",38.81,8
"1041","C57BL/6J-EarTag #202","209923","C57BL/6J","+/+",125,"Body Weight",28820,"fed","High Fat Diet","Cohort 4",28.82,8
"1051","C57BL/6J-EarTag #203","209923","C57BL/6J","+/+",125,"Body Weight",29570,"fed","High Fat Diet","Cohort 4",29.57,8
"1061","C57BL/6J-EarTag #205","209924","C57BL/6J","+/+",125,"Body Weight",30760,"fed","Normal Chow Diet","Cohort 4",30.76,8
"1071","C57BL/6J-EarTag #204","209924","C57BL/6J","+/+",125,"Body Weight",25840,"fed","Normal Chow Diet","Cohort 4",25.84,8
"1081","C57BL/6J-EarTag #206","209924","C57BL/6J","+/+",125,"Body Weight",30540,"fed","Normal Chow Diet","Cohort 4",30.54,8
"1091","C57BL/6J-EarTag #207","209924","C57BL/6J","+/+",125,"Body Weight",32160,"fed","Normal Chow Diet","Cohort 4",32.16,8
"1101","C57BL/6J-EarTag #208","209924","C57BL/6J","+/+",125,"Body Weight",29280,"fed","Normal Chow Diet","Cohort 4",29.28,8
"1111","C57BL/6J-EarTag #209","209925","C57BL/6J","+/+",125,"Body Weight",30210,"fed","Normal Chow Diet","Cohort 4",30.21,8
"1121","C57BL/6J-EarTag #210","209925","C57BL/6J","+/+",125,"Body Weight",26970,"fed","Normal Chow Diet","Cohort 4",26.97,8
"1131","C57BL/6J-EarTag #211","209925","C57BL/6J","+/+",125,"Body Weight",29190,"fed","Normal Chow Diet","Cohort 4",29.19,8
"1141","C57BL/6J-EarTag #212","209925","C57BL/6J","+/+",125,"Body Weight",27510,"fed","Normal Chow Diet","Cohort 4",27.51,8
"1151","C57BL/6J-EarTag #213","209925","C57BL/6J","+/+",125,"Body Weight",29060,"fed","Normal Chow Diet","Cohort 4",29.06,8
"1161","C57BL/6J-EarTag #214","209926","C57BL/6J","+/+",125,"Body Weight",37360,"fed","High Fat Diet","Cohort 4",37.36,8
"1171","C57BL/6J-EarTag #215","209926","C57BL/6J","+/+",125,"Body Weight",26740,"fed","High Fat Diet","Cohort 4",26.74,8
"1181","C57BL/6J-EarTag #216","209926","C57BL/6J","+/+",125,"Body Weight",27940,"fed","High Fat Diet","Cohort 4",27.94,8
"1191","C57BL/6J-EarTag #217","209926","C57BL/6J","+/+",125,"Body Weight",33100,"fed","High Fat Diet","Cohort 4",33.1,8
"1201","C57BL/6J-EarTag #218","209927","C57BL/6J","+/+",125,"Body Weight",34120,"fed","High Fat Diet","Cohort 4",34.12,8
"1211","C57BL/6J-EarTag #219","209927","C57BL/6J","+/+",125,"Body Weight",32300,"fed","High Fat Diet","Cohort 4",32.3,8
"1221","C57BL/6J-EarTag #220","209927","C57BL/6J","+/+",125,"Body Weight",36140,"fed","High Fat Diet","Cohort 4",36.14,8
"1231","C57BL/6J-EarTag #221","209927","C57BL/6J","+/+",125,"Body Weight",40120,"fed","High Fat Diet","Cohort 4",40.12,8
"1241","C57BL/6J-EarTag #200","209923","C57BL/6J","+/+",139,"Body Weight",36480,"fed","High Fat Diet","Cohort 4",36.48,10
"1251","C57BL/6J-EarTag #201","209923","C57BL/6J","+/+",139,"Body Weight",40060,"fed","High Fat Diet","Cohort 4",40.06,10
"1261","C57BL/6J-EarTag #202","209923","C57BL/6J","+/+",139,"Body Weight",28760,"fed","High Fat Diet","Cohort 4",28.76,10
"1271","C57BL/6J-EarTag #203","209923","C57BL/6J","+/+",139,"Body Weight",30470,"fed","High Fat Diet","Cohort 4",30.47,10
"1281","C57BL/6J-EarTag #205","209924","C57BL/6J","+/+",139,"Body Weight",30220,"fed","Normal Chow Diet","Cohort 4",30.22,10
"1291","C57BL/6J-EarTag #204","209924","C57BL/6J","+/+",139,"Body Weight",25680,"fed","Normal Chow Diet","Cohort 4",25.68,10
"1301","C57BL/6J-EarTag #206","209924","C57BL/6J","+/+",139,"Body Weight",30010,"fed","Normal Chow Diet","Cohort 4",30.01,10
"1311","C57BL/6J-EarTag #207","209924","C57BL/6J","+/+",139,"Body Weight",31530,"fed","Normal Chow Diet","Cohort 4",31.53,10
"1321","C57BL/6J-EarTag #208","209924","C57BL/6J","+/+",139,"Body Weight",28130,"fed","Normal Chow Diet","Cohort 4",28.13,10
"1331","C57BL/6J-EarTag #209","209925","C57BL/6J","+/+",139,"Body Weight",30480,"fed","Normal Chow Diet","Cohort 4",30.48,10
"1341","C57BL/6J-EarTag #210","209925","C57BL/6J","+/+",139,"Body Weight",27130,"fed","Normal Chow Diet","Cohort 4",27.13,10
"1351","C57BL/6J-EarTag #211","209925","C57BL/6J","+/+",139,"Body Weight",28660,"fed","Normal Chow Diet","Cohort 4",28.66,10
"1361","C57BL/6J-EarTag #212","209925","C57BL/6J","+/+",139,"Body Weight",27640,"fed","Normal Chow Diet","Cohort 4",27.64,10
"1371","C57BL/6J-EarTag #213","209925","C57BL/6J","+/+",139,"Body Weight",29550,"fed","Normal Chow Diet","Cohort 4",29.55,10
"1381","C57BL/6J-EarTag #214","209926","C57BL/6J","+/+",139,"Body Weight",40360,"fed","High Fat Diet","Cohort 4",40.36,10
"1391","C57BL/6J-EarTag #215","209926","C57BL/6J","+/+",139,"Body Weight",27530,"fed","High Fat Diet","Cohort 4",27.53,10
"1401","C57BL/6J-EarTag #216","209926","C57BL/6J","+/+",139,"Body Weight",28310,"fed","High Fat Diet","Cohort 4",28.31,10
"1411","C57BL/6J-EarTag #217","209926","C57BL/6J","+/+",139,"Body Weight",34170,"fed","High Fat Diet","Cohort 4",34.17,10
"1421","C57BL/6J-EarTag #218","209927","C57BL/6J","+/+",139,"Body Weight",35940,"fed","High Fat Diet","Cohort 4",35.94,10
